package_name	version	family	file	line	matched_text	context
node-snap7-micro-client	0.1.0	NAN_NEWBUFFER	package/src/node_snap7_client.cpp	2101	Nan::NewBuffer(	"  if (!(info[0]->IsInt32() || info[1]->IsInt32())) {
    return Nan::ThrowTypeError(""Wrong arguments"");
  }

  PS7SZL SZL = new TS7SZL;
  int size = sizeof(TS7SZL);
  if (!info[2]->IsFunction()) {
    int returnValue = s7client->snap7Client->ReadSZL(Nan::To<int32_t>(info[0]).FromJust()
      , Nan::To<int32_t>(info[1]).FromJust(), SZL, &size);

    if (returnValue == 0) {
      v8::Local<v8::Object> ret_buf;
      ret_buf = Nan::NewBuffer(
          reinterpret_cast<char*>(SZL)
        , size
        , S7Client::FreeCallbackSZL
        , NULL).ToLocalChecked();

      info.GetReturnValue().Set(ret_buf);
    } else {
      delete SZL;
      info.GetReturnValue().Set(Nan::False());
    }
  } else {
    Nan::Callback *callback = new Nan::Callback(info[2].As<v8::Function>());"
@mgarnier11/my-canvas	1.0.3	NAN_NEWBUFFER	package/src/JPEGStream.h	30	Nan::NewBuffer(	"
void
init_closure_destination(j_compress_ptr cinfo){
  // we really don't have to do anything here
}

boolean
empty_closure_output_buffer(j_compress_ptr cinfo){
  Nan::HandleScope scope;
  Nan::AsyncResource async(""canvas:empty_closure_output_buffer"");
  closure_destination_mgr *dest = (closure_destination_mgr *) cinfo->dest;

  v8::Local<v8::Object> buf = Nan::NewBuffer((char *)dest->buffer, dest->bufsize).ToLocalChecked();

  // emit ""data""
  v8::Local<v8::Value> argv[2] = {
      Nan::Null()
    , buf
  };
  dest->closure->cb.Call(sizeof argv / sizeof *argv, argv, &async);

  dest->buffer = (JOCTET *)malloc(dest->bufsize);
  cinfo->dest->next_output_byte = dest->buffer;
  cinfo->dest->free_in_buffer = dest->bufsize;
  return true;"
@mgarnier11/my-canvas	1.0.3	NAN_NEWBUFFER	package/src/JPEGStream.h	52	Nan::NewBuffer(	"  cinfo->dest->next_output_byte = dest->buffer;
  cinfo->dest->free_in_buffer = dest->bufsize;
  return true;
}

void
term_closure_destination(j_compress_ptr cinfo){
  Nan::HandleScope scope;
  Nan::AsyncResource async(""canvas:term_closure_destination"");
  closure_destination_mgr *dest = (closure_destination_mgr *) cinfo->dest;

  /* emit remaining data */
  v8::Local<v8::Object> buf = Nan::NewBuffer((char *)dest->buffer, dest->bufsize - dest->pub.free_in_buffer).ToLocalChecked();

  v8::Local<v8::Value> data_argv[2] = {
      Nan::Null()
    , buf
  };
  dest->closure->cb.Call(sizeof data_argv / sizeof *data_argv, data_argv, &async);

  // emit ""end""
  v8::Local<v8::Value> end_argv[2] = {
      Nan::Null()
    , Nan::Null()
  };"
@mgarnier11/my-canvas	1.0.3	NAN_NEWBUFFER	package/src/Canvas.cc	634	Nan::NewBuffer(	"/*
 * Canvas::StreamPDF callback.
 */

static cairo_status_t
streamPDF(void *c, const uint8_t *data, unsigned len) {
  Nan::HandleScope scope;
  Nan::AsyncResource async(""canvas:StreamPDF"");
  PdfStreamInfo* streaminfo = static_cast<PdfStreamInfo*>(c);
  // TODO this is technically wrong, we're returning a pointer to the data in a
  // vector in a class with automatic storage duration. If the canvas goes out
  // of scope while we're in the handler, a use-after-free could happen.
  Local<Object> buf = Nan::NewBuffer(const_cast<char *>(reinterpret_cast<const char *>(data)), len, stream_pdf_free, 0).ToLocalChecked();
  Local<Value> argv[3] = {
      Nan::Null()
    , buf
    , Nan::New<Number>(len) };
  async.runInAsyncScope(Nan::GetCurrentContext()->Global(), streaminfo->fn, sizeof argv / sizeof *argv, argv);
  return CAIRO_STATUS_SUCCESS;
}


cairo_status_t canvas_write_to_pdf_stream(cairo_surface_t *surface, cairo_write_func_t write_func, PdfStreamInfo* streaminfo) {
  size_t whole_chunks = streaminfo->len / PAGE_SIZE;
  size_t remainder = streaminfo->len - whole_chunks * PAGE_SIZE;"
@mgarnier11/my-canvas	1.0.3	NAN_COPYBUFFER	package/src/Canvas.cc	268	Nan::CopyBuffer(	"
void
Canvas::ToBufferAsyncAfter(uv_work_t *req) {
  Nan::HandleScope scope;
  Nan::AsyncResource async(""canvas:ToBufferAsyncAfter"");
  Closure* closure = static_cast<Closure*>(req->data);
  delete req;

  if (closure->status) {
    Local<Value> argv[1] = { Canvas::Error(closure->status) };
    closure->cb.Call(1, argv, &async);
  } else {
    Local<Object> buf = Nan::CopyBuffer((char*)&closure->vec[0], closure->vec.size()).ToLocalChecked();
    Local<Value> argv[2] = { Nan::Null(), buf };
    closure->cb.Call(sizeof argv / sizeof *argv, argv, &async);
  }

  closure->canvas->Unref();
  delete closure;
}

static void parsePNGArgs(Local<Value> arg, PngClosure& pngargs) {
  if (arg->IsObject()) {
    Local<Object> obj = Nan::To<Object>(arg).ToLocalChecked();
"
@mgarnier11/my-canvas	1.0.3	NAN_COPYBUFFER	package/src/Canvas.cc	433	Nan::CopyBuffer(	"    if (name == ""pdf"") {
      closure = static_cast<PdfBackend*>(canvas->backend())->closure();
#if CAIRO_VERSION >= CAIRO_VERSION_ENCODE(1, 16, 0)
      if (info[1]->IsObject()) { // toBuffer(""application/pdf"", config)
        setPdfMetadata(canvas, Nan::To<Object>(info[1]).ToLocalChecked());
      }
#endif // CAIRO 16+
    } else {
      closure = static_cast<SvgBackend*>(canvas->backend())->closure();
    }

    cairo_surface_finish(canvas->surface());
    Local<Object> buf = Nan::CopyBuffer((char*)&closure->vec[0], closure->vec.size()).ToLocalChecked();
    info.GetReturnValue().Set(buf);
    return;
  }

  // Raw ARGB data -- just a memcpy()
  if (info[0]->StrictEquals(Nan::New<String>(""raw"").ToLocalChecked())) {
    cairo_surface_t *surface = canvas->surface();
    cairo_surface_flush(surface);
    if (canvas->nBytes() > node::Buffer::kMaxLength) {
      Nan::ThrowError(""Data exceeds maximum buffer length."");
      return;
    }"
@mgarnier11/my-canvas	1.0.3	NAN_COPYBUFFER	package/src/Canvas.cc	472	Nan::CopyBuffer(	"        return;
      }

      Nan::TryCatch try_catch;
      status = canvas_write_to_png_stream(canvas->surface(), PngClosure::writeVec, &closure);

      if (try_catch.HasCaught()) {
        try_catch.ReThrow();
      } else if (status) {
        throw status;
      } else {
        // TODO it's possible to avoid this copy
        Local<Object> buf = Nan::CopyBuffer((char *)&closure.vec[0], closure.vec.size()).ToLocalChecked();
        info.GetReturnValue().Set(buf);
      }
    } catch (cairo_status_t ex) {
      Nan::ThrowError(Canvas::Error(ex));
    } catch (const char* ex) {
      Nan::ThrowError(ex);
    }
    return;
  }

  // Async PNG
  if (info[0]->IsFunction() &&"
@mgarnier11/my-canvas	1.0.3	NAN_COPYBUFFER	package/src/Canvas.cc	526	Nan::CopyBuffer(	"  if (info[0]->StrictEquals(jpegStr)) {
    try {
      JpegClosure closure(canvas);
      parseJPEGArgs(info[1], closure);

      Nan::TryCatch try_catch;
      write_to_jpeg_buffer(canvas->surface(), &closure);

      if (try_catch.HasCaught()) {
        try_catch.ReThrow();
      } else {
        // TODO it's possible to avoid this copy.
        Local<Object> buf = Nan::CopyBuffer((char *)&closure.vec[0], closure.vec.size()).ToLocalChecked();
        info.GetReturnValue().Set(buf);
      }
    } catch (cairo_status_t ex) {
      Nan::ThrowError(Canvas::Error(ex));
    }
    return;
  }

  // Async JPEG
  if (info[0]->IsFunction() && info[1]->StrictEquals(jpegStr)) {
    JpegClosure* closure = new JpegClosure(canvas);
    parseJPEGArgs(info[2], *closure);"
@mgarnier11/my-canvas	1.0.3	NAN_COPYBUFFER	package/src/Canvas.cc	563	Nan::CopyBuffer(	"#endif
}

/*
 * Canvas::StreamPNG callback.
 */

static cairo_status_t
streamPNG(void *c, const uint8_t *data, unsigned len) {
  Nan::HandleScope scope;
  Nan::AsyncResource async(""canvas:StreamPNG"");
  PngClosure* closure = (PngClosure*) c;
  Local<Object> buf = Nan::CopyBuffer((char *)data, len).ToLocalChecked();
  Local<Value> argv[3] = {
      Nan::Null()
    , buf
    , Nan::New<Number>(len) };
  closure->cb.Call(sizeof argv / sizeof *argv, argv, &async);
  return CAIRO_STATUS_SUCCESS;
}

/*
 * Stream PNG data synchronously. TODO async
 * StreamPngSync(this, options: {palette?: Uint8ClampedArray, backgroundIndex?: uint32, compressionLevel: uint32, filters: uint32})
 */"
@todesktop/robotjs-prebuild	0.6.28	NAN_NEWBUFFER	package/src/robotjs.cc	781	Nan::NewBuffer(	"		x = 0;
		y = 0;

		//Get screen size.
		MMSize displaySize = getMainDisplaySize();
		w = displaySize.width;
		h = displaySize.height;
	}

	MMBitmapRef bitmap = copyMMBitmapFromDisplayInRect(MMRectMake(x, y, w, h));

	uint32_t bufferSize = bitmap->bytewidth * bitmap->height;
	Local<Object> buffer = Nan::NewBuffer((char*)bitmap->imageBuffer, bufferSize, destroyMMBitmapBuffer, NULL).ToLocalChecked();

	Local<Object> obj = Nan::New<Object>();
	Nan::Set(obj, Nan::New(""width"").ToLocalChecked(), Nan::New<Number>(bitmap->width));
	Nan::Set(obj, Nan::New(""height"").ToLocalChecked(), Nan::New<Number>(bitmap->height));
	Nan::Set(obj, Nan::New(""byteWidth"").ToLocalChecked(), Nan::New<Number>(bitmap->bytewidth));
	Nan::Set(obj, Nan::New(""bitsPerPixel"").ToLocalChecked(), Nan::New<Number>(bitmap->bitsPerPixel));
	Nan::Set(obj, Nan::New(""bytesPerPixel"").ToLocalChecked(), Nan::New<Number>(bitmap->bytesPerPixel));
	Nan::Set(obj, Nan::New(""image"").ToLocalChecked(), buffer);

	info.GetReturnValue().Set(obj);
}
"
@cocktailpeanut/node-pty-prebuilt-multiarch	0.11.16	RAW_NAPI_BUFFER	package/third_party/node-gyp/20.14.0/include/node/node_api.h	125	napi_create_buffer(	"napi_async_destroy(napi_env env, napi_async_context async_context);

NAPI_EXTERN napi_status NAPI_CDECL
napi_make_callback(napi_env env,
                   napi_async_context async_context,
                   napi_value recv,
                   napi_value func,
                   size_t argc,
                   const napi_value* argv,
                   napi_value* result);

// Methods to provide node::Buffer functionality with napi types
NAPI_EXTERN napi_status NAPI_CDECL napi_create_buffer(napi_env env,
                                                      size_t length,
                                                      void** data,
                                                      napi_value* result);
#ifndef NODE_API_NO_EXTERNAL_BUFFERS_ALLOWED
NAPI_EXTERN napi_status NAPI_CDECL
napi_create_external_buffer(napi_env env,
                            size_t length,
                            void* data,
                            node_api_nogc_finalize finalize_cb,
                            void* finalize_hint,
                            napi_value* result);
#endif  // NODE_API_NO_EXTERNAL_BUFFERS_ALLOWED"
@cocktailpeanut/node-pty-prebuilt-multiarch	0.11.16	RAW_NAPI_BUFFER	package/third_party/node-gyp/20.14.0/include/node/node_api.h	131	napi_create_external_buffer(	"                   napi_value func,
                   size_t argc,
                   const napi_value* argv,
                   napi_value* result);

// Methods to provide node::Buffer functionality with napi types
NAPI_EXTERN napi_status NAPI_CDECL napi_create_buffer(napi_env env,
                                                      size_t length,
                                                      void** data,
                                                      napi_value* result);
#ifndef NODE_API_NO_EXTERNAL_BUFFERS_ALLOWED
NAPI_EXTERN napi_status NAPI_CDECL
napi_create_external_buffer(napi_env env,
                            size_t length,
                            void* data,
                            node_api_nogc_finalize finalize_cb,
                            void* finalize_hint,
                            napi_value* result);
#endif  // NODE_API_NO_EXTERNAL_BUFFERS_ALLOWED
NAPI_EXTERN napi_status NAPI_CDECL napi_create_buffer_copy(napi_env env,
                                                           size_t length,
                                                           const void* data,
                                                           void** result_data,
                                                           napi_value* result);
NAPI_EXTERN napi_status NAPI_CDECL napi_is_buffer(napi_env env,"
@cocktailpeanut/node-pty-prebuilt-multiarch	0.11.16	RAW_NAPI_BUFFER	package/third_party/node-gyp/20.14.0/include/node/node_api.h	138	napi_create_buffer_copy(	"                                                      size_t length,
                                                      void** data,
                                                      napi_value* result);
#ifndef NODE_API_NO_EXTERNAL_BUFFERS_ALLOWED
NAPI_EXTERN napi_status NAPI_CDECL
napi_create_external_buffer(napi_env env,
                            size_t length,
                            void* data,
                            node_api_nogc_finalize finalize_cb,
                            void* finalize_hint,
                            napi_value* result);
#endif  // NODE_API_NO_EXTERNAL_BUFFERS_ALLOWED
NAPI_EXTERN napi_status NAPI_CDECL napi_create_buffer_copy(napi_env env,
                                                           size_t length,
                                                           const void* data,
                                                           void** result_data,
                                                           napi_value* result);
NAPI_EXTERN napi_status NAPI_CDECL napi_is_buffer(napi_env env,
                                                  napi_value value,
                                                  bool* result);
NAPI_EXTERN napi_status NAPI_CDECL napi_get_buffer_info(napi_env env,
                                                        napi_value value,
                                                        void** data,
                                                        size_t* length);
"
@codeporter/robotjs	0.6.0	NAN_NEWBUFFER	package/src/robotjs.cc	781	Nan::NewBuffer(	"		x = 0;
		y = 0;

		//Get screen size.
		MMSize displaySize = getMainDisplaySize();
		w = displaySize.width;
		h = displaySize.height;
	}

	MMBitmapRef bitmap = copyMMBitmapFromDisplayInRect(MMRectMake(x, y, w, h));

	uint32_t bufferSize = bitmap->bytewidth * bitmap->height;
	Local<Object> buffer = Nan::NewBuffer((char*)bitmap->imageBuffer, bufferSize, destroyMMBitmapBuffer, NULL).ToLocalChecked();

	Local<Object> obj = Nan::New<Object>();
	Nan::Set(obj, Nan::New(""width"").ToLocalChecked(), Nan::New<Number>(bitmap->width));
	Nan::Set(obj, Nan::New(""height"").ToLocalChecked(), Nan::New<Number>(bitmap->height));
	Nan::Set(obj, Nan::New(""byteWidth"").ToLocalChecked(), Nan::New<Number>(bitmap->bytewidth));
	Nan::Set(obj, Nan::New(""bitsPerPixel"").ToLocalChecked(), Nan::New<Number>(bitmap->bitsPerPixel));
	Nan::Set(obj, Nan::New(""bytesPerPixel"").ToLocalChecked(), Nan::New<Number>(bitmap->bytesPerPixel));
	Nan::Set(obj, Nan::New(""image"").ToLocalChecked(), buffer);

	info.GetReturnValue().Set(obj);
}
"
@zhuolinho/babel-preset-abc	0.3.13	NAPI_BUFFER_NEW	package/src/qjsc_20210327.cc	61	Napi::Buffer<uint8_t>::New(	"  std::string sourceUrl = info[1].As<Napi::String>().Utf8Value();

  JSValue object = JS_Eval(ctx, code.c_str(), code.size(), sourceUrl.c_str(),
                           JS_EVAL_TYPE_GLOBAL | JS_EVAL_FLAG_COMPILE_ONLY);
  if (JS_IsException(object)) {
    JSValue error = JS_GetException(ctx);
    reportError(env, ctx, error);
    return env.Null();
  }

  size_t byteCodeLength;
  uint8_t *bytes = JS_WriteObject(ctx, &byteCodeLength, object, JS_WRITE_OBJ_BYTECODE);
  Napi::Buffer<uint8_t> buffer = Napi::Buffer<uint8_t>::New(env, bytes, byteCodeLength);

  JS_FreeValue(ctx, object);
  JS_FreeContext(ctx);
  JS_FreeRuntime(runtime);
  return buffer;
}

Napi::Value evalByteCode(const Napi::CallbackInfo &info) {
  Napi::Env env = info.Env();

  if (info.Length() == 0) {
    Napi::TypeError::New(env, ""1 arguments required"").ThrowAsJavaScriptException();"
@tachyon-ipc/core	0.5.1	NAPI_BUFFER_NEW	package/src/native/tachyon_node.cpp	275	Napi::Buffer<uint8_t>::New(	"			Napi::TypeError::New(env, ""acquireTx(maxSize: number)"").ThrowAsJavaScriptException();
			return env.Undefined();
		}

		const size_t max_size = static_cast<size_t>(info[0].As<Napi::Number>().Int64Value());

		void *slot = tachyon_acquire_tx(bus_, max_size);
		if (slot == nullptr) {
			set_tachyon_error(env, TACHYON_ERR_FULL);
			return env.Undefined();
		}

		return Napi::Buffer<uint8_t>::New(env, static_cast<uint8_t *>(slot), max_size, noop_finalizer);
	}

	Napi::Value CommitTx(const Napi::CallbackInfo &info) {
		Napi::Env env = info.Env();
		if (!assert_open(env))
			return env.Undefined();

		if (info.Length() < 2 || !info[0].IsNumber() || !info[1].IsNumber()) {
			Napi::TypeError::New(env, ""commitTx(actualSize: number, typeId: number)"").ThrowAsJavaScriptException();
			return env.Undefined();
		}
"
@tachyon-ipc/core	0.5.1	NAPI_BUFFER_NEW	package/src/native/tachyon_node.cpp	366	Napi::Buffer<uint8_t>::New(	"			(info.Length() >= 1 && info[0].IsNumber()) ? info[0].As<Napi::Number>().Uint32Value() : 10000u;

		uint32_t	type_id		= 0;
		size_t		actual_size = 0;
		const void *ptr			= tachyon_acquire_rx_blocking(bus_, &type_id, &actual_size, spin_threshold);

		if (ptr == nullptr)
			return env.Null();

		Napi::Object result = Napi::Object::New(env);
		result.Set(
			""data"",
			Napi::Buffer<uint8_t>::New(
				env, const_cast<uint8_t *>(static_cast<const uint8_t *>(ptr)), actual_size, noop_finalizer
			)
		);
		result.Set(""typeId"", Napi::Number::New(env, type_id));
		result.Set(""actualSize"", Napi::Number::New(env, static_cast<double>(actual_size)));

		return result;
	}

	Napi::Value CommitRx(const Napi::CallbackInfo &info) {
		Napi::Env env = info.Env();
		if (!assert_open(env))"
